Gene	unscaled_hpd_low	unscaled_hpd_high	unscaled_hpd_map	log10_ci_low	log10_ci_high	log10_map	2.5th	97.5th	mean	median
XPNPEP3	5.003e-07	0.0045746121	6.23127e-05	-6.09989776	-2.27027595	-3.46833124	8.18309471190554e-07	0.00568158606118012	0.000763804386879641	0.000116307375258371
XPO1	0.1203534209	0.4957658779	0.2802034339	-0.90492848	-0.30103243	-0.35659819	0.105713635358905	0.4880845476096	0.302894611267899	0.302223736108887
XPO4	0.0297467042	0.205278741	0.0742275746	-1.39624545	-0.64135206	-1.05654342	0.0415240607273088	0.234748086652062	0.104282513782496	0.0928992046300446
XPO5	0.0277968697	0.1427489955	0.0619466084	-1.46237497	-0.80549053	-1.17074093	0.0352187464161588	0.159022167551625	0.0781597655077998	0.0715037623714017
XPO6	0.1202684289	0.4957531469	0.3038910497	-0.90558106	-0.30103817	-0.35767559	0.105609060763716	0.488201588888743	0.30318549919904	0.30314657620148
XPO7	0.0812402645	0.4666136388	0.1950215794	-0.99183101	-0.30104449	-0.58745434	0.0877882526970885	0.475404021890446	0.254670826576834	0.240865857694248
XPOT	0.0235090563	0.1749581373	0.0642566317	-1.4883685	-0.70698111	-1.13505324	0.0334337595407772	0.200599980386468	0.0874693217980259	0.0773220960575108
XPR1	0.046197949	0.4335184204	0.1309845198	-1.14051435	-0.30891015	-0.74011233	0.0622020365911681	0.457716101278186	0.212955382648199	0.190842401519452
XRCC1	5.018e-07	0.0133639544	0.0005900659	-5.86604013	-1.73251471	-2.44895314	1.1632952966404e-06	0.0152729311459472	0.00302075457738055	0.000541977737937575
XRCC2	5.001e-07	0.009130949	0.0003974762	-6.09138757	-2.06298427	-3.16673726	9.08193498574523e-07	0.00980674962332704	0.00224921179798927	0.000126124435850706
XRCC3	5.009e-07	0.0095951632	8.69393e-05	-6.09518549	-1.9408481	-2.7155143	7.97980199131985e-07	0.0115722497096591	0.00152668199652418	0.000151733844994772
XRCC4	5.002e-07	0.0508602684	0.0169176086	-3.8053124	-0.95725045	-1.62837792	1.59200900211514e-05	0.0602825708457733	0.0213165402785156	0.0190450996718513
XRCC5	0.1003794706	0.4915432169	0.2130797096	-0.96768507	-0.3010337	-0.38231785	0.0901578451556002	0.486401983886414	0.285874315683902	0.281866743538593
XRCC6	0.0677634947	0.4801748633	0.1637349562	-1.08601695	-0.30103201	-0.4294036	0.0675725164954126	0.483015332224681	0.257734227764269	0.246314617609556
XRCC6BP1	5.004e-07	0.025739928	0.000261373	-5.87661105	-1.39461968	-1.95452212	9.92213744270195e-07	0.0296626201317007	0.00554956743628965	0.00117793918400861
XRN1	0.023304423	0.0812979547	0.0425855842	-1.57941534	-1.06344493	-1.33696473	0.0265145161296287	0.0863355594023082	0.049516593105251	0.0470576044040785
XRN2	0.0062231162	0.0354887204	0.018765518	-2.08659567	-1.40242553	-1.6786043	0.00724546797063895	0.0365805154165078	0.0202269392155943	0.0196448633913396
XRRA1	5e-07	0.010130969	0.000121823	-5.89668357	-1.81260994	-2.43706408	9.37787377737028e-07	0.011812434319118	0.00209967169383974	0.00047314514836129
XXYLT1	5e-07	0.0067538345	0.000397755	-6.12981781	-2.29299574	-3.42928536	8.80382947098817e-07	0.00631032520498945	0.00181148667327155	7.17481971612511e-05
XXbac-BPG181M17.5	5.02e-07	0.2341844076	0.0052490207	-4.98811529	-0.30136932	-1.28252548	2.74957469448852e-06	0.286331978950748	0.0613483807443684	0.0359078130168223
XXbac-BPG32J3.20	5.001e-07	0.344903598	0.0027517213	-5.64665511	-0.30105394	-0.99138986	1.14532766437655e-06	0.391579390074352	0.0633852498588804	0.00963177139865547
XXcos-LUCA11.5	5.002e-07	0.3601607793	0.0030018358	-5.59853683	-0.30105345	-0.92534611	1.20624871746042e-06	0.403394198368687	0.0707780508121116	0.0153203145392332
XYLT1	0.0177460324	0.2014267142	0.0617121531	-1.53042407	-0.63269238	-1.11998078	0.0300379431952432	0.234666314476609	0.0929963073396462	0.0798056907046077
XYLT2	0.0142592646	0.2770464119	0.0669651614	-1.50034587	-0.48250823	-1.03226007	0.0316342656683874	0.327602340123143	0.118537421182812	0.0978857473669446
YAE1D1	5.004e-07	0.0122908967	0.0003969648	-6.06461913	-1.89807373	-3.16397173	9.3387827033845e-07	0.0137258322767124	0.00271115794523003	0.000163747925990698
YAF2	5.204e-07	0.4256912741	0.0590269704	-1.86029415	-0.30105209	-0.72004228	0.00326643234406039	0.461840810307649	0.168072866466363	0.134745460917836
YAP1	0.0177986093	0.3850834132	0.0835624424	-1.36493147	-0.33583903	-0.8250797	0.0378964551940085	0.425764683492547	0.163295954945784	0.136422991512537
YARS	5.034e-07	0.0490387613	0.019070937	-2.71490274	-1.06904296	-1.61480549	0.000302148566174969	0.05643726678677	0.0225768973577694	0.0207910767194301
YARS2	5.009e-07	0.007726975	0.0003967304	-6.10254759	-2.16959203	-3.43828737	8.89258045548378e-07	0.0078160503903117	0.00196876050089151	0.000102439479903843
YBEY	5.002e-07	0.0120778186	0.0001250086	-6.13081163	-1.86865758	-3.06983463	7.6971044173454e-07	0.0144307803854504	0.00179477690536624	0.000110945951927838
YBX1	0.040231283	0.4649124164	0.1385576886	-1.21395764	-0.30103547	-0.56009506	0.0489954704917897	0.476517529236077	0.230159573216628	0.211647028867938
YBX2	0.0658350265	0.4795897281	0.1605880116	-1.09595795	-0.30103168	-0.4237436	0.0661863571994324	0.48195857425936	0.254998733201676	0.243356133430135
YBX3	5.001e-07	0.017711624	0.0002135205	-5.85829522	-1.55672968	-2.11890945	1.00713461674676e-06	0.0201698070494738	0.00386364414662686	0.000995584149359664
YDJC	5e-07	0.0041028506	5.728e-05	-6.17732476	-2.37702294	-3.77538181	7.64368442627617e-07	0.0051301399237815	0.000633725126245729	5.83343312191894e-05
YEATS2	0.0168704769	0.0659323316	0.0341329814	-1.70436534	-1.14645477	-1.42872306	0.0197501414343514	0.0707636960994846	0.0396540924089574	0.0376721405903275
YEATS4	5.006e-07	0.0164072402	0.0003958437	-6.07336987	-1.76914725	-2.86954138	9.24299048876888e-07	0.0187678864604442	0.00323164443327768	0.000153390345372171
YES1	5.029e-07	0.0303351828	0.0131823746	-3.18312425	-1.26173507	-1.78053622	5.29434748738611e-05	0.0342105598822475	0.0142473969533745	0.0134547672813825
YIF1A	5.001e-07	0.0053953802	5.71393e-05	-6.15589095	-2.23762363	-3.66417727	7.60719703452871e-07	0.00655716202104224	0.000830141076356942	8.30920249495844e-05
YIF1B	5.008e-07	0.0148925857	0.0003976231	-6.02294685	-1.76760528	-2.65880719	9.81299559928725e-07	0.0168835209355817	0.00314189032122199	0.000237357262148312
YIPF2	5.007e-07	0.0091301325	0.0003974412	-6.11158108	-2.0835332	-3.5294991	8.80699582728598e-07	0.00988692995046111	0.00222014470858418	0.00010667572235253
YIPF3	5.022e-07	0.0643157722	0.0196776953	-3.72507846	-0.84322127	-1.57321358	1.90624928542187e-05	0.0770256952919977	0.0258519891579569	0.0224047146337158
YIPF4	5.04e-07	0.2728116503	0.0330079021	-2.83290317	-0.30114941	-1.18006392	5.83120177267628e-05	0.338427928323409	0.0864126223672023	0.0595430466449255
YIPF5	0.0017513923	0.4334632905	0.0725361358	-1.54090637	-0.30103352	-0.68046449	0.0186216092477721	0.466794266823824	0.185349972694932	0.155718668269196
YIPF7	5.046e-07	0.4244251328	0.0635266422	-1.73783075	-0.30106803	-0.74499472	0.00752721240396913	0.461095837024621	0.171973628827328	0.139977392328388
YJEFN3	5.002e-07	0.0232526263	0.0002157977	-5.99504888	-1.49031205	-2.05545176	8.87891882886186e-07	0.0270550055453254	0.00424996263722155	0.000480646467566074
YKT6	5.452e-07	0.3073156811	0.0480107211	-1.75965737	-0.35484188	-1.07365405	0.0121429892002423	0.37014709283563	0.110886432114822	0.0828289788620079
YLPM1	0.0461080168	0.2048027608	0.092310284	-1.26375244	-0.65644911	-0.98989415	0.055807363061574	0.224753378830673	0.115742608319082	0.107300544779186
YME1L1	0.0174019738	0.2000826526	0.060457207	-1.53617499	-0.63648922	-1.14445512	0.0297283611641682	0.233344313421619	0.0918119937917484	0.0781206326973642
YPEL1	5e-07	0.2477483558	0.0085004264	-4.44316563	-0.30125052	-1.24968905	6.05414868396548e-06	0.31084130147844	0.0710101958437005	0.0453965355192589
YPEL2	0.0140035673	0.4478440143	0.0865186852	-1.40852539	-0.30115608	-0.62217538	0.0288861675227105	0.470459801041068	0.198458200386004	0.171008430168741
YPEL3	5.002e-07	0.1660342708	0.0017508562	-5.80862487	-0.57127939	-1.46868128	1.14023922545856e-06	0.207739234277688	0.0316977331253223	0.00697162146560368
YPEL4	5.022e-07	0.4109473528	0.0125064928	-3.59262963	-0.30103868	-0.81413079	9.82611192878662e-06	0.452399791405257	0.139156389004745	0.100789272570161
YPEL5	5.033e-07	0.4287021217	0.0670320283	-1.71706972	-0.30104246	-0.75405118	0.00783548324407766	0.465124896527972	0.175412757238886	0.143918025776762
YRDC	5.001e-07	0.0394484825	0.0005951933	-6.01473786	-1.33156684	-2.12832562	1.02448777349698e-06	0.0476819233473097	0.00703988045156568	0.000427682664277399
YTHDC1	0.1368098649	0.4986135178	0.2754319542	-0.85832974	-0.30103022	-0.35357401	0.117857489773201	0.489697166641878	0.315482545856663	0.31823432640916
YTHDC2	0.1141321715	0.4839247872	0.2421373077	-0.8998128	-0.30107026	-0.52427014	0.109056409135417	0.482357010734237	0.284903331786396	0.277099136898363
YTHDF1	1.2426e-06	0.3276604179	0.0560284603	-1.62719627	-0.35710956	-1.05804041	0.0193551871354606	0.388281342530318	0.12422270763517	0.0956895943424063
YTHDF2	0.0376534882	0.4638748687	0.1303211408	-1.22928516	-0.30103406	-0.51036903	0.0472152438813278	0.475901029739441	0.227791090557554	0.208965159955914
YTHDF3	0.0287670369	0.4587253968	0.098050612	-1.28582353	-0.30103399	-0.63971823	0.0402164662791286	0.474071573035828	0.217595999920296	0.195488411717882
YWHAB	0.0080040253	0.4409355622	0.0802843339	-1.46749565	-0.30106447	-0.63894756	0.0239235496534476	0.467981819639707	0.192288833233377	0.163592897215366
YWHAE	0.0020015298	0.4347150555	0.0735368295	-1.54229277	-0.30103237	-0.71279664	0.0188016813185927	0.466871976737569	0.185368082107717	0.155139384090577
YWHAG	0.0117563521	0.4439711691	0.0817911604	-1.42808824	-0.30103085	-0.62176261	0.0272423126802254	0.467647275579802	0.196236373310839	0.168186032615541
YWHAH	5.007e-07	0.2873015285	0.0405076952	-2.07784836	-0.30717191	-1.1775044	0.00139080293879616	0.351555163499888	0.0965383463069414	0.068728341761303
YWHAQ	5.039e-07	0.1544728249	0.0262034016	-3.13638621	-0.39200641	-1.35778815	4.72500033753955e-05	0.198205668907876	0.0536975595552619	0.0398505993882712
YWHAZ	0.0120048742	0.4464131311	0.0845312959	-1.42948958	-0.30108852	-0.66121652	0.0272708993901057	0.470341317334948	0.197122702070694	0.169343524773335
YY1	0.0235100025	0.4531690334	0.1020390687	-1.32078049	-0.30108529	-0.69220126	0.036675919694295	0.472114556956988	0.209569981461048	0.184813681786835
YY1AP1	5.007e-07	0.0084917663	0.0003954433	-6.0703607	-2.0910017	-3.13820143	9.41000835960877e-07	0.0090824789690891	0.00202417395417543	0.000139676748985837
ZADH2	5.02e-07	0.4131346074	0.0437647081	-3.1966705	-0.30110576	-0.78720057	2.5178976954001e-05	0.453067853054004	0.147195725958652	0.110219590479168
ZAP70	0.0087236961	0.2523506367	0.0576487784	-1.593261	-0.5109366	-1.11443162	0.0250167264466841	0.299836668135418	0.103549851513846	0.0836063870053911
ZAR1	0.0045026828	0.4362074786	0.0762867363	-1.51469838	-0.30104065	-0.67974957	0.0209485474094643	0.465693179306347	0.187300698345401	0.157889212539329
ZAR1L	5.054e-07	0.2787376541	0.0347489033	-2.32563101	-0.30126678	-1.17099364	0.000245988249869979	0.342517614889779	0.0891057898558533	0.0621250388566297
ZBED2	5.002e-07	0.0423931816	0.00047153	-6.08270728	-1.2983782	-1.9677659	8.4563644811089e-07	0.051546440182182	0.00671244023851117	0.000333492106381664
ZBED3	5.004e-07	0.2786588164	0.0015000071	-5.93152221	-0.46345102	-1.27075681	9.1133306128124e-07	0.322379281350894	0.0358217382822673	0.000833508515972943
ZBED4	0.0060561801	0.082671027	0.0314628217	-1.91685776	-0.99762786	-1.4321729	0.0113424459018406	0.0944030734145946	0.0402097699327819	0.0361028899294682
ZBED5	0.0200100803	0.4497096365	0.086791094	-1.35182407	-0.30104478	-0.71613162	0.0344618029314677	0.470523709374294	0.2040669036093	0.177941763351243
ZBTB1	0.0120895238	0.2663654187	0.0624999053	-1.53705242	-0.4958703	-1.03959874	0.0289001341372539	0.316344758897675	0.111761196267411	0.0912745351265251
ZBTB10	0.0693148316	0.4808187513	0.1618121728	-1.07811088	-0.30103174	-0.41291888	0.0683807356047374	0.482895220189761	0.25921348494691	0.24754486744752
ZBTB11	0.0086712085	0.0466727638	0.0236191887	-1.94678955	-1.28130337	-1.56330715	0.0107762514715548	0.0500178982663854	0.0267911680664698	0.025641192414763
ZBTB12	5.148e-07	0.4233881028	0.058769613	-1.90949124	-0.30110559	-0.71443375	0.00193303956182245	0.459811534812913	0.16696999121268	0.133426765414064
ZBTB14	0.008254291	0.4414512184	0.0787863542	-1.46826667	-0.30104926	-0.69509708	0.0246685468090262	0.467144561616539	0.192260085199783	0.164208758099136
ZBTB16	0.0580496631	0.4767622175	0.1499562133	-1.13222863	-0.30104451	-0.46711691	0.0602605752478002	0.480494560000007	0.248323460738709	0.23373449247498
ZBTB17	0.0183438237	0.2932902204	0.0774720811	-1.4496244	-0.46525064	-1.0190179	0.0353528795699308	0.341049433548236	0.127224945970331	0.106200585304635
ZBTB2	0.0464588119	0.4696722641	0.1294756532	-1.1832218	-0.30105416	-0.48969951	0.0534760523386872	0.478547909727907	0.236306820208111	0.218566284384189
ZBTB20	0.0462785213	0.4704722071	0.1333182634	-1.18538892	-0.30104243	-0.52092093	0.0529399981422015	0.479340482711236	0.237161122679492	0.21945174785746
ZBTB21	0.0265396485	0.401223714	0.105973648	-1.28298359	-0.32653179	-0.8170831	0.0460255958402373	0.438725632016701	0.179310011741806	0.15328635567644
ZBTB22	5.063e-07	0.1190706973	0.0319577146	-1.98262558	-0.77595845	-1.36137122	0.00868572903750284	0.144812280771605	0.0513044209279428	0.0425955368494301
ZBTB24	0.0051249947	0.0797315317	0.0301445606	-1.96849494	-1.00928654	-1.45999892	0.00989039819935398	0.0900809140023924	0.0383665790009865	0.0343498592993711
ZBTB25	5.003e-07	0.0255667611	0.0002871176	-5.71622303	-1.35913354	-1.93024743	1.20370255921723e-06	0.0289873763710817	0.0067270736237684	0.00309087278442071
ZBTB26	5.003e-07	0.0775116596	0.0015288893	-5.17741778	-0.76125042	-1.55770591	3.57450615876757e-06	0.0941790357139288	0.0262579913679679	0.0205287103507134
ZBTB3	5.296e-07	0.2025528515	0.0426037855	-1.82071826	-0.54776804	-1.24699422	0.0132512608783336	0.254530143027088	0.0797982393901991	0.062149055817807
ZBTB32	5.015e-07	0.0356169171	0.0004445965	-5.5807457	-1.1837205	-1.78886665	1.47052685653642e-06	0.0415004082132577	0.0105944996998339	0.00662729953574342
ZBTB34	0.0375167759	0.4624496354	0.1333079973	-1.22757491	-0.30105972	-0.58432551	0.0470508472758425	0.474780847988049	0.227508695285747	0.208342925025889
ZBTB37	0.0110077699	0.3661492736	0.0735326825	-1.44665204	-0.35020445	-0.95531939	0.0319420531191291	0.41305488100384	0.148801577735893	0.120287639477128
ZBTB38	0.0201502842	0.3077276761	0.0797850132	-1.41254557	-0.44598323	-0.97726629	0.0384713080420907	0.353471442009601	0.133789018155811	0.112111703170802
ZBTB39	5.001e-07	0.0308747597	0.0004736688	-5.26064699	-1.22833836	-1.82512004	1.87607150074521e-06	0.035308511088905	0.0102713851068325	0.00774263153032448
ZBTB4	0.067467941	0.4800498642	0.1526116162	-1.08714313	-0.3010319	-0.38855124	0.0673561767181179	0.482339252236442	0.257472468640198	0.245864053920436
ZBTB40	5.024e-07	0.0186699157	0.0007949455	-5.5820423	-1.5016737	-2.21861482	1.67755586227855e-06	0.0220347128049054	0.00493413944923838	0.00207793818709312
ZBTB41	0.0127075249	0.1055645128	0.0389114855	-1.71308931	-0.91249046	-1.32506184	0.0191482097884929	0.119609415408443	0.0527670129544217	0.0472366748462417
ZBTB42	0.0050028473	0.4359504398	0.072283696	-1.51065371	-0.30104754	-0.66154593	0.0217774773788	0.465189140741243	0.185316269181183	0.154522122451815
ZBTB43	0.004752834	0.4369623966	0.0727858207	-1.5025798	-0.30103611	-0.71948416	0.0215361274407972	0.467794097564994	0.188749727507229	0.16026967600784
ZBTB44	0.0597397194	0.476639542	0.1499788292	-1.12126228	-0.30103883	-0.47273166	0.0616362680966181	0.479864813555657	0.249143992684525	0.235316143983281
ZBTB46	0.0117427098	0.260414701	0.0612779713	-1.54185796	-0.50029841	-1.05939853	0.0282351337207002	0.309977211165745	0.110065556274594	0.0900707389254484
ZBTB47	0.0499112643	0.4708556081	0.1342975278	-1.16395062	-0.30105489	-0.43488796	0.0560245621146609	0.478929321780226	0.240610664470426	0.224016706680503
ZBTB48	0.0065206482	0.0833140837	0.0307712068	-1.91340751	-0.99942308	-1.44083601	0.0115152023890675	0.0949548716678644	0.0403917538335565	0.0361618983643602
ZBTB49	5.005e-07	0.0233121346	0.0003678759	-5.28271739	-1.36775367	-1.93435943	2.05874522832983e-06	0.0261389850234342	0.00793201784372397	0.00616044638531724
ZBTB5	0.0010012854	0.3371497359	0.0590269108	-1.58326526	-0.355924	-1.01724435	0.0215000774155972	0.394209197486375	0.129409895845725	0.100582051821623
ZBTB6	5.001e-07	0.0525889526	0.0008597886	-5.31982157	-0.96332156	-1.65241942	2.38486104236545e-06	0.0622558838144087	0.0179172269687034	0.0142143204315963
ZBTB7A	0.0200100827	0.4519583769	0.1010472844	-1.35310906	-0.301047	-0.53388041	0.0337500024252345	0.471158798192019	0.206094295271757	0.180490785933782
ZBTB7B	0.0070017931	0.3550660266	0.0677630062	-1.49856481	-0.34918258	-0.95238318	0.0270555791517214	0.407255540767782	0.140592277327348	0.112072699165659
ZBTB7C	5.003e-07	0.0383844027	0.0004767274	-5.75920831	-1.18095857	-1.78115595	1.13373573323812e-06	0.0445393522833746	0.00985858745065008	0.00426546023927286
ZBTB8A	0.0047524807	0.2335970819	0.0507715043	-1.67554976	-0.53164487	-1.15450408	0.0204387436709624	0.28285072553653	0.0932108012699158	0.0738787904915374
ZBTB8B	5.028e-07	0.1100440334	0.0024901755	-5.05688519	-0.5819765	-1.51774829	2.71475178136668e-06	0.140403001808414	0.031689120120356	0.0205430504814277
ZBTB8OS	5.016e-07	0.2883754465	0.0384838132	-2.11679331	-0.30143505	-1.15360323	0.00079317904276115	0.352068142393188	0.0954984802496305	0.0678040405339105
ZBTB9	5.007e-07	0.0264826378	0.0003005816	-5.88949461	-1.38562175	-1.96093397	9.74669736535219e-07	0.0306016667944376	0.00565072252654316	0.00118141934370782
ZC2HC1A	5.001e-07	0.0357158152	0.00051513	-5.55666414	-1.18096364	-1.79041614	1.49415266492081e-06	0.0414298480662413	0.01050193580326	0.00652882717026486
ZC2HC1B	5.01e-07	0.016633892	0.0005945507	-6.02575555	-1.72126892	-2.5975078	9.74747609856139e-07	0.0192861508981091	0.00340336530465048	0.000252852185061222
ZC2HC1C	5.002e-07	0.0117237882	0.000133936	-5.96625102	-1.78288438	-2.39830084	8.93955116590731e-07	0.0137301857482279	0.00218965159980565	0.000380660569029832
ZC3H10	0.003753083	0.3399029989	0.0607785151	-1.55593318	-0.35935423	-0.93959785	0.0237454632881373	0.393233619282832	0.132263934774319	0.104452698085218
ZC3H11A	0.0217644009	0.2212463715	0.0684723745	-1.46570473	-0.59564977	-1.06992785	0.0347929421244621	0.2555951436053	0.103619988107725	0.0893278833349696
ZC3H12A	0.0059530631	0.1441017242	0.0414203136	-1.77384891	-0.74454371	-1.3040788	0.0163056540010754	0.172813711683844	0.063017047410064	0.0527539001091756
ZC3H12C	0.0999110696	0.4921745984	0.2166880928	-0.97151264	-0.30105085	-0.36018574	0.0889500107268967	0.486236072474996	0.285349445821266	0.280626324100368
ZC3H12D	5.001e-07	0.0996330208	0.0014987335	-5.61969352	-0.71590924	-1.55021281	1.43272396713674e-06	0.127412559676563	0.02556350971044	0.0133414570683833
ZC3H13	0.072289641	0.3070860068	0.1518487402	-1.06501128	-0.47729308	-0.78994965	0.0848203442140821	0.328404205640392	0.178591048400807	0.168634827408517
ZC3H14	0.0491711574	0.435757022	0.1408629252	-1.12506357	-0.30776078	-0.67406836	0.0651133484221517	0.459738253952427	0.217087186860184	0.196722406596367
ZC3H15	0.0012513576	0.3346534148	0.0572769096	-1.58412112	-0.35620311	-1.02967114	0.0215859895276505	0.394184324862808	0.128267388791289	0.09952175478961
ZC3H18	0.119253049	0.4958233846	0.2644619054	-0.90888854	-0.30103689	-0.36040845	0.104084837699137	0.488422726509256	0.301943512838052	0.301699634632094
ZC3H4	0.1384983105	0.4990613962	0.349292621	-0.85472473	-0.301036	-0.34814607	0.119688469124656	0.490045454201006	0.317616169498487	0.320591837778661
ZC3H6	0.0107656244	0.1215268585	0.0407339291	-1.72119867	-0.83964785	-1.28246389	0.018569987262131	0.140474187588418	0.0581269076871266	0.0510367527703514
ZC3H7A	0.1150528732	0.4945437703	0.2504836871	-0.92061253	-0.30103091	-0.36922992	0.101787693079851	0.487404548014609	0.297947757527118	0.296800239383151
ZC3H7B	0.018016099	0.124380451	0.0474832629	-1.60741812	-0.85547223	-1.25200263	0.0251126607352537	0.140062702115023	0.0636070813791751	0.0570438089675194
ZC3H8	5.02e-07	0.0615805386	0.0009937284	-5.54988343	-0.93811532	-1.7613292	1.71493432594249e-06	0.0762715857149761	0.0152362074924068	0.00676849757116231
ZC3HAV1	0.0076187994	0.0728004315	0.0289777523	-1.90531871	-1.06950404	-1.4594015	0.0116038582718317	0.0801355142298061	0.036788086118589	0.033614281758428
ZC3HAV1L	5e-07	0.0196576269	0.0003976137	-6.06194626	-1.66151828	-2.45247381	9.26927859898725e-07	0.0230919026772752	0.00385004290571647	0.000231892068263645
ZC3HC1	5.002e-07	0.0226742788	0.0007891534	-5.625332	-1.40725906	-2.13583529	1.52107756562221e-06	0.0269578621996844	0.00602082946473324	0.00262592985594366
ZCCHC10	5.007e-07	0.0642325929	0.0007089429	-5.96270942	-1.04030512	-1.73368569	9.88134684226717e-07	0.0793324633101955	0.0121911885060061	0.00153597047705651
ZCCHC11	0.1156832667	0.4851613852	0.2368720896	-0.89718512	-0.30108167	-0.51367801	0.110337428523346	0.482736469774278	0.284933853875791	0.276205929896635
ZCCHC14	0.0263199841	0.4017254445	0.1006625737	-1.28094493	-0.32543802	-0.80995852	0.0460962231120332	0.439837965948632	0.180093656320424	0.154477121983162
ZCCHC17	5.005e-07	0.0247903357	0.000301348	-5.82683392	-1.3962453	-1.958817	1.03556482518143e-06	0.0284032866278834	0.00571430599569386	0.00167513109316231
ZCCHC2	0.0099713954	0.0815203871	0.03202256	-1.81261562	-1.0232774	-1.41403889	0.0147041510031137	0.0903697445384918	0.0418259919609559	0.038066664771738
ZCCHC24	5.037e-07	0.4134451118	0.0480231079	-2.66194567	-0.30104229	-0.75702363	6.5648755195646e-05	0.452604854082407	0.152194268816126	0.116780997750482
ZCCHC3	5e-07	0.0099996111	9.08534e-05	-6.16378326	-1.98030037	-3.36547545	7.66939274108272e-07	0.0123505320088793	0.00146416625018512	0.000105993110391509
ZCCHC6	0.1425803488	0.4997659733	0.2986921489	-0.84402739	-0.30103503	-0.34549054	0.122728445897507	0.490679715874719	0.319935348991278	0.322913063875214
ZCCHC7	5.04e-07	0.0283987117	0.0112459095	-4.03059569	-1.27155076	-1.8151161	1.13379891109757e-05	0.0318499591716586	0.0124757505251555	0.0116247542111006
ZCCHC8	0.0127318031	0.2696006834	0.0636584186	-1.52923788	-0.49306293	-1.07154777	0.0296341656411246	0.320330420665511	0.113230763470617	0.0928803221299863
ZCCHC9	5.001e-07	0.0193867738	0.0001891743	-5.88400924	-1.52695042	-2.09170547	9.83083337150635e-07	0.0221174802489187	0.00399182297476484	0.000808122424268166
ZCRB1	5.002e-07	0.0707907386	0.001168656	-5.21073924	-0.82941603	-1.58203597	2.40339421191666e-06	0.084642200314331	0.0227837375418047	0.0170609748700224
ZCWPW1	5.001e-07	0.0132611462	0.0005942604	-5.89672294	-1.74817257	-2.54188526	1.09919593650101e-06	0.0152360528599373	0.00300373131621034	0.00047702788467707
ZDBF2	5.002e-07	0.0181741415	0.0002510141	-5.43007427	-1.48314802	-2.02395878	1.66678702618454e-06	0.0204026180088571	0.00593241218810412	0.00430692460499701
ZDHHC1	5.001e-07	0.0093119851	9.78327e-05	-6.01210767	-1.90551034	-2.70949833	8.65066382074829e-07	0.0110257946535139	0.00163161182622504	0.0002350459816486
ZDHHC11	5.001e-07	0.0061559647	0.0003976269	-6.12382609	-2.33142688	-3.50603769	8.82847018429259e-07	0.00579114579605589	0.00165225164397966	7.49173357404782e-05
ZDHHC11B	5.014e-07	0.0065424495	0.0003969831	-6.13166607	-2.28434731	-4.02213163	8.83250415697381e-07	0.00654095840804308	0.00164289797110654	7.39038713606843e-05
ZDHHC12	5.007e-07	0.0567752836	0.0008029711	-5.64482228	-0.98156997	-1.6874074	1.38066675615757e-06	0.0673479722572261	0.015279475962739	0.00838541864754276
ZDHHC13	5.001e-07	0.0042219247	6.15328e-05	-6.14872519	-2.34889621	-3.62857162	7.94333677568317e-07	0.00527623259849534	0.000659379906648831	8.33692045799346e-05
ZDHHC14	0.048466798	0.4699795975	0.1301937215	-1.17008315	-0.30107678	-0.51128781	0.0548572722318482	0.478639947051517	0.238967966857732	0.222833893031754
ZDHHC16	5.004e-07	0.0355746728	0.0141797095	-2.80861355	-1.22709815	-1.70739058	0.000208334071221333	0.0404589527007018	0.017086242490944	0.0161197885550272
ZDHHC17	0.0680707648	0.4805691494	0.1862433217	-1.08520904	-0.30104915	-0.41670178	0.067769225779816	0.482568145799586	0.257987490940026	0.246083416695372
ZDHHC18	5.211e-07	0.1168183148	0.0317927055	-2.02928983	-0.77079677	-1.40153795	0.00736610970955512	0.142508278634606	0.0495978297916963	0.0408636920690733
ZDHHC19	5.007e-07	0.0209709044	0.000243871	-5.87823186	-1.48978141	-2.06048845	9.94397618775983e-07	0.0241109284920309	0.00438210056260313	0.000904879481198273
ZDHHC2	5.003e-07	0.0265313055	0.0004067913	-5.38328883	-1.30929512	-1.88272993	1.84172687741549e-06	0.0301478728572705	0.00860745764351145	0.00615729316610763
ZDHHC20	5.004e-07	0.0367596383	0.0005219066	-5.43872304	-1.1481934	-1.77181689	1.68987161687645e-06	0.0430383599043111	0.0118127522473108	0.00855350563290441
ZDHHC21	5.007e-07	0.06256366	0.0008369066	-5.46704514	-0.91280653	-1.63251026	1.73534902615678e-06	0.0752852333499292	0.0184991540425401	0.0124127958908177
ZDHHC22	5.002e-07	0.0299051642	0.0002446199	-5.99068213	-1.37806346	-1.99554541	8.89239834379385e-07	0.0349035844705856	0.00545631076291736	0.000559454804457325
ZDHHC23	5e-07	0.0095519244	9.81629e-05	-6.01952965	-1.89302918	-2.65420453	8.51881041011328e-07	0.0112795860399842	0.00169097762007769	0.000248189282569732
ZDHHC24	5.006e-07	0.0084047247	8.05408e-05	-6.13955644	-2.0350466	-3.29758578	7.68244823318093e-07	0.0101607327620071	0.00126025990609956	0.000101562237428511
ZDHHC3	5.047e-07	0.0509286589	0.0176584694	-3.83267936	-0.96280732	-1.62465219	1.54935489245917e-05	0.0601490136468958	0.0212396112719708	0.0190202226225626
