SYMBOL	chromosome	AF_nfe_orig	AN_nfe_orig	NFE_k_orig	Feature	mu_lof	AN_nfe	AF_nfe	AF_nfe_downsampled	controls_AF_nfe	duplicates_issue	flag1
SIRT1	10	3.573209e-05	109440	3	ENST00000212015	1.3260e-06	109440.021638331	3.573209e-05	2.33830613103868e-05	0	NA	
SIRT2	19	3.5181550000000005e-05	105846	3	ENST00000249396	1.1679e-06	105846.431738623	3.518155e-05	4.67661227230543e-05	2.33874e-05	NA	
SIRT3	11	9.674989e-05	106327	10	ENST00000382743	6.7370e-07	106327.487804878	9.674989e-05	0.000140303838453716	0.0001403104	NA	
SIRT4	12	1.7592309999999998e-05	111996	1	ENST00000202967	4.7448e-07	111996.823170732	1.759231e-05	2.33830613103868e-05	4.67651e-05	NA	
SIRT5	6	0.00091507788	109975	100	ENST00000606117	1.3972e-06	109975.589673913	0.00091507788	0.00105228699725758	0.0008891938	NA	
SIRT6	19	8.93879e-06	103960	0	ENST00000337491	9.2105e-07	103960.497991968	8.93879e-06	0	0	NA	
SIRT7	17	8.714469000000001e-05	104984	9	ENST00000328666	7.1870e-07	104984.869822485	8.714469e-05	4.8666536889235e-05	0	NA	
SIT1	9	5.3021080000000005e-05	107579	5	ENST00000259608	4.2408e-07	107579.133858268	5.302108e-05	4.68165290647928e-05	4.67683e-05	NA	
SIVA1	14	8.808089999999999e-06	100198	0	ENST00000329967	6.6424e-07	100198.765957447	8.80809e-06	0	2.33852e-05	NA	
SIX1	14	1.775216e-05	109369	1	ENST00000247182	5.2855e-07	109369.292857143	1.775216e-05	0	0	NA	
SIX2	2	0.0	111827	0	ENST00000303077	3.9593e-07	111827.169550173	0	0	0	NA	
SIX3	2	0.0	98354	0	ENST00000260653	4.0079e-07	98354.6241610738	0	0	0	NA	
SIX4	14	8.89094e-06	106413	0	ENST00000216513	9.1403e-07	106413.09352518	8.89094e-06	2.33918128654971e-05	0	NA	
SIX5	19	3.6730440000000006e-05	98284	3	ENST00000317578	6.8735e-07	98284.3159041394	3.673044e-05	2.36116358141292e-05	4.90129e-05	NA	
SIX6	14	8.909960000000002e-06	107672	0	ENST00000327720	4.7532e-07	107672.983739837	8.90996e-06	0	0	NA	
SKA1	18	0.000248934	102361	25	ENST00000285116	7.3065e-07	102361.301587302	0.000248934	0.000235069073410834	0.000328926	NA	
SKA2	17	5.314929e-05	107637	5	ENST00000330137	3.5206e-07	107637.250755287	5.314929e-05	9.41043673638914e-05	7.06194e-05	NA	
SKA3	13	0.00018573688999999998	106244	19	ENST00000314759	8.4143e-07	106244.030864198	0.00018573689	9.8050969645446e-05	0.0001947756	NA	
SKAP1	17	0.00011085898999999999	110079	12	ENST00000336915	1.4464e-06	110079.047817048	0.00011085899	4.67639356528245e-05	7.0146e-05	NA	
SKAP2	7	2.6574879999999997e-05	109410	2	ENST00000345317	1.0648e-06	109410.542797495	2.657488e-05	0	0	NA	
SKI	1	1.7685e-05	101330	1	ENST00000378536	1.2275e-06	101330.217967599	1.7685e-05	2.33896243626327e-05	0	NA	
SKIDA1	10	0.0	106898	0	ENST00000449193	8.4972e-07	106898.461176471	0	0	0	NA	
SKIL	3	2.640937e-05	110248	2	ENST00000458537	1.5490e-06	110248.08605852	2.640937e-05	2.33830613103868e-05	7.01481e-05	NA	
SKIV2L	6	0.00051806193	109464	56	ENST00000375394	3.6592e-06	109464.102162565	0.00051806193	0.000498013904702401	0.0004779455	NA	
SKIV2L2	5	4.4891309999999996e-05	107704	4	ENST00000230640	3.1792e-06	107704.463747308	4.489131e-05	0	7.13242e-05	NA	
SKOR1	15	1.7590620000000002e-05	102320	1	ENST00000341418	1.7730e-06	102320.52519084	1.759062e-05	0	0	NA	
SKOR2	18	0.0	73516	0	ENST00000425639	8.5284e-07	73516.3243243243	0	0	0	NA	
SKP1	5	8.79678e-06	108381	0	ENST00000353411	4.6437e-07	108381.336225597	8.79678e-06	0	2.33842e-05	NA	
SKP2	5	8.81928e-06	111092	0	ENST00000274255	1.2726e-06	111092.89678511	8.81928e-06	0	0	NA	
SLA	8	0.0	104702	0	ENST00000427060	1.0265e-06	104702.303571429	0	0	0	NA	
SLA2	20	1.7595870000000003e-05	110365	1	ENST00000262866	5.3039e-07	110365.796825397	1.759587e-05	7.01612154261584e-05	2.33842e-05	NA	
SLAIN1	13	1.763653e-05	110534	1	ENST00000488699	1.0536e-06	110534.970731707	1.763653e-05	4.67934956627189e-05	2.3382e-05	NA	
SLAIN2	4	2.6727529999999996e-05	107333	2	ENST00000264313	1.2927e-06	107333.554054054	2.672753e-05	4.71655935337355e-05	2.36351e-05	NA	
SLAMF1	1	3.581417e-05	109817	3	ENST00000302035	6.2788e-07	109817.362831858	3.581417e-05	0	4.70667e-05	NA	
SLAMF6	1	3.52798e-05	112210	3	ENST00000368057	9.1521e-07	112210.00462963	3.52798e-05	0	0	NA	
SLAMF7	1	3.5390749999999997e-05	111179	3	ENST00000368043	6.2956e-07	111179.5835141	3.539075e-05	0	7.03264e-05	NA	
SLAMF8	1	0.00021983196	103344	22	ENST00000289707	8.6556e-07	103344.236024845	0.00021983196	0.000233819678264123	0.000163677	NA	
SLAMF9	1	4.48467e-05	111893	5	ENST00000368093	7.1149e-07	111893.867036011	4.48467e-05	4.73204944932895e-05	4.74422e-05	NA	
SLBP	4	1.777871e-05	111274	1	ENST00000489418	5.1697e-07	111274.44966443	1.777871e-05	2.33819678264123e-05	0	NA	
SLC10A1	14	0.00027677711	111185	30	ENST00000216540	3.6786e-07	111185.994904459	0.00027677711	0.000282562978849721	0.0002590933	NA	
SLC10A2	13	0.00062530323	112734	70	ENST00000245312	6.1501e-07	112734.827697262	0.00062530323	0.000608630022089822	0.000749344	NA	
SLC10A3	X	0.0	78299	0	ENST00000263512	3.4487e-07	78299.0589473684	0	0	0	NA	
SLC10A4	4	9.690099e-05	108092	10	ENST00000273861	4.9795e-07	108092.877659574	9.690099e-05	7.01655907942745e-05	0.000116943	NA	
SLC10A5	8	2.645289e-05	111356	2	ENST00000518568	3.5896e-07	111356.424929178	2.645289e-05	4.67715911658782e-05	2.33842e-05	NA	
SLC10A6	4	6.183275e-05	110927	6	ENST00000273905	5.6737e-07	110927.26635514	6.183275e-05	0.000117398526427717	2.34951e-05	NA	
SLC10A7	4	9.194707e-05	109254	10	ENST00000335472	7.1650e-07	109254.650406504	9.194707e-05	0.000120278261813111	9.68066e-05	NA	
SLC11A1	2	0.00018222217	108489	19	ENST00000233202	1.5725e-06	108489.915966387	0.00018222217	0.000188934131858697	0.0002012302	NA	
SLC11A2	12	0.00011441826999999999	112293	12	ENST00000394904	1.6274e-06	112293	0.00011441827	4.67639356528245e-05	0.0001169122	NA	
SLC12A1	15	0.00036792754999999996	106362	39	ENST00000396577	2.7978e-06	106362.579494799	0.00036792755	0.000393087923244309	0.0003550346	NA	
SLC12A2	5	7.102318e-05	108206	7	ENST00000262461	3.0905e-06	108206.366748166	7.102318e-05	0.000140882758438787	4.67935e-05	NA	
SLC12A3	16	0.00097322784	110076	107	ENST00000438926	2.6874e-06	110076.642701525	0.00097322784	0.00101145069228188	0.0008455739	NA	
SLC12A4	16	0.00018035726	110071	19	ENST00000422611	2.8184e-06	110071.671137606	0.00018035726	0.000188100248832327	0.0002114514	NA	
SLC12A5	20	8.84674e-06	109937	0	ENST00000454036	2.9465e-06	109937.242745931	8.84674e-06	2.34027615258601e-05	2.34028e-05	NA	
SLC12A6	15	6.195846e-05	112471	6	ENST00000354181	4.1528e-06	112471.709893048	6.195846e-05	2.33830613103868e-05	7.0158e-05	NA	
SLC12A7	5	0.00027558102000000003	106567	29	ENST00000264930	2.6314e-06	106567.576192919	0.00027558102	0.000307979456435241	0.0001699434	NA	
SLC12A8	3	0.00050734314	110634	56	ENST00000393469	1.5778e-06	110634.410058027	0.00050734314	0.000519820379544241	0.0004021836	NA	
SLC12A9	7	0.00027648246	108467	29	ENST00000354161	1.5857e-06	108467.799734748	0.00027648246	0.00011692624538185	0.0002109998	NA	
SLC13A1	7	0.0042324890899999995	110239	466	ENST00000194130	1.5551e-06	110239.146311971	0.00423248909	0.00419056548214905	0.0044242987	NA	
SLC13A2	17	0.00034518033	111404	38	ENST00000444914	1.4752e-06	111404.794759825	0.00034518033	0.000354403148212074	0.0003785645	NA	
SLC13A3	20	0.00013345042	109079	14	ENST00000279027	1.4235e-06	109079.603773585	0.00013345042	0.00023699903676049	0.0001406542	NA	
SLC13A4	7	4.465109e-05	111586	4	ENST00000354042	1.5388e-06	111586.215864759	4.465109e-05	2.33863423760524e-05	2.34225e-05	NA	
SLC13A5	17	9.703173000000001e-05	110157	10	ENST00000433363	1.1651e-06	110157.65774156	9.703173e-05	4.67661227230543e-05	0.0001170727	NA	
SLC14A1	18	0.00012313506999999998	111197	13	ENST00000436407	8.5411e-07	111197.617647059	0.00012313507	0.00016367486826886	7.01471e-05	NA	
SLC14A2	18	0.00033892568999999997	111346	37	ENST00000255226	2.0548e-06	111346.095454545	0.00033892569	0.000398032189755787	0.0003281507	NA	
SLC15A1	13	0.00023778202000000002	110353	26	ENST00000376503	2.0259e-06	110353.512520868	0.00023778202	0.000304172461344673	0.0001637635	NA	
SLC15A2	3	0.00035297725	112017	39	ENST00000489711	2.2968e-06	112017.2	0.00035297725	0.000386751925973048	0.0003579821	NA	
SLC15A3	11	0.00028519337000000003	106268	30	ENST00000227880	9.2923e-07	106268.516185477	0.00028519337	0.000255593298264452	0.000306488	NA	
SLC15A4	12	0.00012321141	110527	13	ENST00000266771	9.8237e-07	110527.249042146	0.00012321141	0.000196621677887582	4.67738e-05	NA	
SLC15A5	12	NA	NA	NA	ENST00000344941	1.0003e-06	NA	0	0	0	NA	AN_too_low
SLC16A1	1	8.79817e-06	112390	0	ENST00000538576	1.1658e-06	112390.097087379	8.79817e-06	2.33830613103868e-05	2.33831e-05	NA	
SLC16A10	6	1.7592939999999998e-05	107792	1	ENST00000368851	9.0344e-07	107792.286975717	1.759294e-05	0	2.3382e-05	NA	
SLC16A11	17	5.9562890000000005e-05	101456	6	ENST00000308009	4.7256e-07	101456.84	5.956289e-05	0	6.38378e-05	NA	
SLC16A12	10	1.7623789999999998e-05	111955	1	ENST00000371790	8.1495e-07	111955.064257028	1.762379e-05	0	2.3382e-05	NA	
SLC16A13	17	0.00010629426000000001	102451	10	ENST00000308027	7.5390e-07	102451.783957219	0.00010629426	0.000142056021426332	0.0001170161	NA	
SLC16A14	2	8.011422e-05	110645	8	ENST00000295190	7.6499e-07	110645.395833333	8.011422e-05	0.000116942651323791	7.19164e-05	NA	
SLC16A2	X	0.0	75519	0	ENST00000587091	1.0000e-06	75519.0295081967	0	0	0	NA	
SLC16A3	17	7.052484000000001e-05	104530	7	ENST00000581287	5.5270e-07	104530.766712142	7.052484e-05	3.89681240745071e-05	6.24049e-05	NA	
SLC16A4	1	8.810228000000001e-05	111169	9	ENST00000369779	9.7845e-07	111169.475915222	8.810228e-05	9.35278713056491e-05	7.0258e-05	NA	
SLC16A5	17	0.00015355316999999998	108956	16	ENST00000450736	7.3686e-07	108956.380239521	0.00015355317	0.000260361966392151	9.47362e-05	NA	
SLC16A6	17	1.7601629999999996e-05	109610	1	ENST00000327268	7.6526e-07	109610.803532009	1.760163e-05	0	2.3382e-05	NA	
SLC16A7	12	2.645224e-05	110641	2	ENST00000261187	8.3126e-07	110641.089201878	2.645224e-05	2.34049524879465e-05	4.67935e-05	NA	
SLC16A8	22	0.0088124441	100638	886	ENST00000320521	3.0586e-07	100638.156209987	0.0088124441	0.00914454184698804	0.0087784338	NA	
SLC16A9	10	4.507866e-05	111388	5	ENST00000395348	9.0035e-07	111388.947368421	4.507866e-05	0	7.17255e-05	NA	
SLC17A1	6	0.00036195559	111039	40	ENST00000244527	1.2925e-06	111039.979381443	0.00036195559	0.000538348041060904	0.0003040216	NA	
SLC17A2	6	0.00012315575	111673	13	ENST00000360488	1.2588e-06	111673.406749556	0.00012315575	0.00011691202610001	0.0001403138	NA	
SLC17A3	6	0.00037067739	112510	41	ENST00000397060	1.5690e-06	112510.080123267	0.00037067739	0.000445086286506774	0.0003045731	NA	
SLC17A4	6	0.01519791493	112254	1706	ENST00000377905	1.0912e-06	112254.853932584	0.01519791493	0.0153426791330001	0.0160905174	NA	
SLC17A5	6	0.00024280093999999998	110443	26	ENST00000355773	1.1833e-06	110443.311188811	0.00024280094	0.000334098377100812	0.0002394325	NA	
SLC17A6	11	5.3640219999999996e-05	110406	5	ENST00000263160	1.1837e-06	110406.48443843	5.364022e-05	9.6576548075896e-05	9.51037e-05	NA	
SLC17A7	19	0.0	107913	0	ENST00000221485	1.1002e-06	107913.091377091	0	0	0	NA	
SLC17A8	12	0.00014972013999999998	112974	16	ENST00000323346	1.2918e-06	112974.150943396	0.00014972014	2.33896243626327e-05	0.0001169273	NA	
SLC17A9	20	0.00049212544	107535	52	ENST00000370351	1.1630e-06	107535.29787234	0.00049212544	0.000431365775239892	0.0005735294	NA	
SLC18A1	8	0.00019741607	108663	21	ENST00000440926	1.2362e-06	108663.48857645	0.00019741607	0.000140621369753705	0.0002111339	NA	
SLC18A2	10	4.594832e-05	110590	5	ENST00000298472	1.2386e-06	110590.387817259	4.594832e-05	2.58277803605558e-05	7.50573e-05	NA	
SLC18A3	10	9.00041e-06	109545	0	ENST00000374115	4.2579e-07	109545.4528	9.00041e-06	0	2.37315e-05	NA	
SLC18B1	6	0.00014897458	108790	16	ENST00000275227	1.0555e-06	108790.650529501	0.00014897458	4.84339286319377e-05	9.62687e-05	NA	
SLC19A1	21	0.00010418237	99072	10	ENST00000311124	7.8876e-07	99072.9451913133	0.00010418237	0.000107525945411457	2.74499e-05	NA	
SLC19A2	1	0.00010576778999999998	110032	11	ENST00000236137	1.0516e-06	110032.451754386	0.00010576779	0.000140311493352726	4.67672e-05	NA	
SLC19A3	2	2.65111e-05	113028	2	ENST00000258403	7.6567e-07	113028.042801556	2.65111e-05	2.33819678264123e-05	4.67639e-05	NA	
SLC1A1	9	5.2872169999999996e-05	112218	5	ENST00000262352	1.3527e-06	112218.899676375	5.287217e-05	4.68352125393417e-05	7.01482e-05	NA	
SLC1A2	11	1.759031e-05	110320	1	ENST00000278379	1.1268e-06	110320.379044684	1.759031e-05	4.67923822001778e-05	0	NA	
SLC1A3	5	8.99798e-06	112342	1	ENST00000265113	1.4359e-06	112342.963604853	8.99798e-06	0	0	NA	
SLC1A4	2	0.00013219778999999998	108461	14	ENST00000234256	7.9900e-07	108461.009380863	0.00013219779	0.000187071052614425	0.000116915	NA	
SLC1A5	19	5.3269899999999996e-05	102538	5	ENST00000542575	6.4090e-07	102538.768488746	5.32699e-05	9.3679034910667e-05	0	NA	
SLC1A6	19	1.799878e-05	108210	1	ENST00000221742	8.4795e-07	108210.651646447	1.799878e-05	2.34422617094097e-05	0	NA	
SLC1A7	1	6.282307e-05	107329	6	ENST00000371494	8.2866e-07	107329.253239105	6.282307e-05	7.22220930418483e-05	4.68396e-05	NA	
SLC20A1	2	5.3853140000000004e-05	111490	6	ENST00000272542	1.7020e-06	111490.085635359	5.385314e-05	2.33819678264123e-05	9.35652e-05	NA	
SLC20A2	8	1.7692939999999997e-05	109967	1	ENST00000342228	1.5349e-06	109967.37244898	1.769294e-05	2.33885302647582e-05	2.33885e-05	NA	
SLC22A1	6	0.00072767401	109411	79	ENST00000366963	1.1172e-06	109411.625882353	0.00072767401	0.000707212818409217	0.0005664222	NA	
SLC22A10	11	0.57602320529	110609	63713	ENST00000332793	1.3196e-06	110609.174019608	0.57602320529	0.580470839384549	0.5764970026	NA	
SLC22A11	11	0.00398354802	108724	433	ENST00000301891	9.1962e-07	108724.893280632	0.00398354802	0.00390816956846446	0.0037195626	NA	
SLC22A12	11	2.6591009999999997e-05	108590	2	ENST00000377574	1.2002e-06	108590.357798165	2.659101e-05	0	4.68551e-05	NA	
SLC22A13	3	0.00036400956	111302	40	ENST00000311856	1.0412e-06	111302.258064516	0.00036400956	0.000353052843076379	0.0002597176	NA	
SLC22A14	3	0.0007301775200000001	110923	80	ENST00000273173	1.1110e-06	110923.556109726	0.00073017752	0.000607932256970693	0.0007250635	NA	
SLC22A15	1	0.00018918668	108588	20	ENST00000369503	1.4347e-06	108588.838006231	0.00018918668	0.000219867408280394	0.0002130577	NA	
SLC22A16	6	0.0009158226400000001	111500	102	ENST00000368919	1.2016e-06	111500.971428571	0.00091582264	0.000865625756643385	0.0009821346	NA	
SLC22A17	14	2.647735e-05	107088	2	ENST00000397267	1.5823e-06	107088.307692308	2.647735e-05	4.68572150230974e-05	2.33863e-05	NA	
SLC22A18	11	9.809564e-05	105963	10	ENST00000380574	6.2527e-07	105963.641677255	9.809564e-05	0.000164490712597316	7.06621e-05	NA	
SLC22A18AS	11	1.66567e-05	90971	1	ENST00000533594	2.8660e-07	90971.8033898305	1.66567e-05	0	0	NA	
SLC22A2	6	0.00013336597	110676	14	ENST00000366953	1.1169e-06	110676.689473684	0.00013336597	0.000142174784681507	0.0001879873	NA	
SLC22A23	6	4.8939170000000005e-05	102322	5	ENST00000406686	1.7423e-06	102322.109289617	4.893917e-05	4.70676833286266e-05	2.93169e-05	NA	
SLC22A24	11	0.8177486979	72595	59365	ENST00000417740	1.1939e-06	72595.9634146341	0.8177486979	0.825432962887159	0.8170856199	NA	
SLC22A25	11	0.00941788625	111395	1049	ENST00000306494	1.0095e-06	111395.194871795	0.00941788625	0.00931805300283067	0.0096459278	NA	
SLC22A3	6	0.00013025169	107938	14	ENST00000275300	1.3033e-06	107938.786516854	0.00013025169	0.000110098076718002	9.3564e-05	NA	
SLC22A31	16	0.0	100295	0	ENST00000562855	6.8729e-07	100295.769881557	0	0	0	NA	
SLC22A4	5	0.0002037241	111795	22	ENST00000200652	1.2604e-06	111795.037617555	0.0002037241	0.000163673774784886	0.00023382	NA	
SLC22A5	5	0.00020277136999999999	110994	22	ENST00000245407	1.3544e-06	110994.297709924	0.00020277137	0.000233822959022903	0.0001403095	NA	
SLC22A6	11	4.463658e-05	108731	4	ENST00000377871	1.1717e-06	108731.467647059	4.463658e-05	2.39647239263804e-05	2.34181e-05	NA	
SLC22A7	6	0.00015434117	108015	16	ENST00000372585	1.6085e-06	108015.430782459	0.00015434117	0.000140698595248748	0.0001695221	NA	
SLC22A8	11	3.635599e-05	110070	4	ENST00000336232	9.0291e-07	110070.494875549	3.635599e-05	2.37642585551331e-05	9.79122e-05	NA	
SLC22A9	11	0.00030981747	110605	34	ENST00000279178	1.0787e-06	110605.919395466	0.00030981747	0.00018915705532882	0.000164728	NA	
SLC23A1	5	4.397339e-05	104866	4	ENST00000353963	1.3321e-06	104866.37793667	4.397339e-05	7.01524649967972e-05	4.6764e-05	NA	
SLC23A2	20	3.532669e-05	110212	3	ENST00000379333	1.5950e-06	110212.162162162	3.532669e-05	4.7132016778998e-05	2.34236e-05	NA	
SLC23A3	2	0.00014174892	109404	15	ENST00000455516	1.8357e-06	109404.886824324	0.00014174892	0.00018847263040147	4.6944e-05	NA	
SLC24A1	15	0.00017708288000000002	104646	18	ENST00000261892	1.9816e-06	104646.55819209	0.00017708288	0.00026271886488124	0.0001827967	NA	
SLC24A2	9	1.75835e-05	111217	1	ENST00000341998	1.4096e-06	111217.335608646	1.75835e-05	7.01480904471858e-05	2.33831e-05	NA	
SLC24A3	20	3.8924990000000004e-05	110420	4	ENST00000328041	1.5800e-06	110420.221130221	3.892499e-05	5.9779749938764e-05	3.62004e-05	NA	
SLC24A4	14	0.00016198178	111116	17	ENST00000532405	2.1349e-06	111116	0.00016198178	9.62027561895299e-05	0.0001437711	NA	
SLC24A5	15	0.00062209143	110680	68	ENST00000341459	9.2340e-07	110680.719745223	0.00062209143	0.000842554070740897	0.0007722717	NA	
SLC25A1	22	3.521684e-05	109731	3	ENST00000215882	8.8037e-07	109731.043333333	3.521684e-05	2.33830613103868e-05	4.67651e-05	NA	
SLC25A10	17	0.00012394674	106160	13	ENST00000331531	8.0284e-07	106160.153592073	7.068673e-05	9.35366198934392e-05	4.6776e-05	1	
SLC25A10	17	0.00012394674	106160	13	ENST00000571730	1.2829e-06	106160.153592073	0.00012394674	0.000116953626832198	9.35422e-05	1	
SLC25A11	17	2.6583000000000003e-05	110918	2	ENST00000225665	8.4696e-07	110918.230179028	2.6583e-05	0	4.71431e-05	NA	
SLC25A12	2	6.158222e-05	112519	6	ENST00000422440	2.1204e-06	112519.818639798	6.158222e-05	0.00016367486826886	4.67639e-05	NA	
SLC25A13	7	0.00058714349	112113	65	ENST00000416240	2.4437e-06	112113.843177189	0.00058714349	0.000633619818159937	0.0005279617	NA	
SLC25A14	X	0.0	79005	0	ENST00000218197	1.0448e-06	79005.095890411	0	0	0	NA	
SLC25A15	13	5.274181e-05	113140	5	ENST00000338625	7.2410e-07	113140.252336449	5.274181e-05	0	2.3382e-05	NA	
SLC25A16	10	0.0001238498	108416	13	ENST00000609923	1.1390e-06	108416.454545455	0.0001238498	0.000117358215285976	0.0001406484	NA	
SLC25A17	22	2.655355e-05	111066	2	ENST00000435456	9.8234e-07	111066.959488273	2.655355e-05	9.42174927427523e-05	7.04246e-05	NA	
SLC25A18	22	8.083826999999999e-05	108040	8	ENST00000327451	7.9836e-07	108040.740740741	8.083827e-05	0.000144023814314972	6.04905e-05	NA	
SLC25A19	17	2.6421069999999998e-05	112854	2	ENST00000402418	5.1907e-07	112854.473880597	2.642107e-05	2.33819678264123e-05	4.67639e-05	NA	
SLC25A2	5	1.758613e-05	112558	1	ENST00000239451	4.2942e-07	112558.220532319	1.758613e-05	4.67770605295163e-05	0	NA	
SLC25A20	3	7.053091e-05	110581	7	ENST00000319017	1.2118e-06	110581.328395062	7.053091e-05	7.01612202368879e-05	4.68297e-05	NA	
SLC25A21	14	0.00027586369	105626	29	ENST00000331299	9.0447e-07	105626.06993007	0.00027586369	0.000281751361167908	0.0003305851	NA	
SLC25A21-AS1	14	0.0	84957	0	ENST00000556667	NA	84957.4516129032	0	0	0	NA	
SLC25A22	11	1.0491400000000001e-05	101147	1	ENST00000320230	6.4567e-07	101147.036985345	1.04914e-05	0	0	NA	
SLC25A23	19	0.00011586002000000001	108391	12	ENST00000301454	1.2995e-06	108391.006514658	0.00011586002	0.000142325554192272	7.08297e-05	NA	
SLC25A24	1	0.00033070318	108093	35	ENST00000565488	1.4385e-06	108093.886178862	0.00033070318	0.000494508153332939	0.0003338011	NA	
SLC25A25	9	7.093312e-05	108783	7	ENST00000373068	1.0264e-06	108783.657572907	7.093312e-05	7.02215616941475e-05	7.02162e-05	NA	
SLC25A26	3	0.00012826751	110010	14	ENST00000354883	7.9560e-07	110010.079925651	0.00012826751	0.000145747099632717	0.000107366	NA	
SLC25A27	6	7.082873e-05	108008	7	ENST00000371347	1.4772e-06	108008.61682243	7.082873e-05	9.40392449581078e-05	4.69981e-05	NA	
SLC25A28	10	1.76566e-05	109085	1	ENST00000370495	6.4211e-07	109085.77254902	1.76566e-05	0	0	NA	
SLC25A29	14	4.1662700000000003e-05	93778	3	ENST00000359232	5.3564e-07	93778.3610315186	4.16627e-05	3.46812790455712e-05	6.90645e-05	NA	
SLC25A3	12	2.637595e-05	111346	2	ENST00000228318	8.8164e-07	111346.098591549	2.637595e-05	0	0	NA	
SLC25A30	13	0.00011458553999999999	111204	12	ENST00000519676	1.0597e-06	111204.610837438	0.00011458554	0.000304735901629469	0.0001169459	NA	
SLC25A31	4	0.00011007095	108497	11	ENST00000281154	1.0557e-06	108497.884210526	0.00011007095	0.000120494835147644	9.68447e-05	NA	
SLC25A32	8	0.00016109231	109593	17	ENST00000297578	7.8256e-07	109593.25528914	0.00016109231	0.000117007274739694	0.0001642389	NA	
SLC25A33	1	7.231201e-05	110862	8	ENST00000302692	6.8516e-07	110862.323287671	7.231201e-05	9.5192586425896e-05	9.51849e-05	NA	
SLC25A34	1	0.00051765248	103378	53	ENST00000294454	7.4039e-07	103378.400805639	0.00051765248	0.000518561180169032	0.0003800521	NA	
SLC25A35	17	0.00016736641	109813	18	ENST00000380067	8.9669e-07	109813.175412294	0.00016736641	0.000257209300785199	0.000163687	NA	
SLC25A36	3	8.800831e-05	104194	9	ENST00000324194	8.7652e-07	104194.834645669	8.800831e-05	0.000148070965016446	9.60636e-05	NA	
SLC25A37	8	1.79961e-05	106637	1	ENST00000519973	6.1074e-07	106637.50802139	1.79961e-05	4.76603133361252e-05	2.35871e-05	NA	
SLC25A38	3	7.034063e-05	112141	7	ENST00000273158	9.0391e-07	112141.933491686	7.034063e-05	4.67639356528245e-05	2.3382e-05	NA	
SLC25A39	17	7.490842e-05	108669	8	ENST00000377095	1.2216e-06	108669.73814433	7.490842e-05	2.46402523161837e-05	0.0001277299	NA	
SLC25A4	4	8.78966e-06	111753	0	ENST00000281456	4.2319e-07	111753.825454545	8.78966e-06	0	0	NA	
SLC25A40	7	0.00017683465	106847	18	ENST00000341119	9.7077e-07	106847.518656716	0.00017683465	0.000311191127277183	0.0001466543	NA	
SLC25A41	19	0.00025221194	107247	27	ENST00000321510	7.9695e-07	107247.971383148	0.00025221194	0.000168261385269121	0.0002134485	NA	
SLC25A42	19	1.800057e-05	106147	1	ENST00000318596	7.9175e-07	106147.714285714	1.800057e-05	0	4.74506e-05	NA	
SLC25A43	X	0.000269339	80071	21	ENST00000217909	6.7952e-07	80071.9872611465	0.000269339	9.70508402577837e-05	0.0002912949	NA	
SLC25A44	1	6.226729e-05	110042	6	ENST00000359511	9.2710e-07	110042.856338028	6.226729e-05	0.000142397524851221	9.56358e-05	NA	
SLC25A45	11	0.0001769477	111377	19	ENST00000398802	7.5545e-07	111377.099601594	0.0001769477	0.00018797686000358	0.0001409048	NA	
SLC25A46	5	5.406338000000001e-05	102148	5	ENST00000355943	1.1137e-06	102148.366197183	5.406338e-05	2.33830613103868e-05	4.74297e-05	NA	
SLC25A47	14	0.00020019038	109593	21	ENST00000361529	1.0812e-06	109593.163987138	0.00020019038	4.67639356528245e-05	0.0001924771	NA	
SLC25A48	5	9.92964e-05	104664	10	ENST00000412661	2.8336e-07	104664.160869565	9.92964e-05	0.000130279629070171	0.0001278193	NA	
SLC25A5	X	0.0	72752	0	ENST00000317881	6.8904e-07	72752.5765306122	0	0	0	NA	
SLC25A51	9	1.75799e-05	111833	1	ENST00000377716	6.5121e-07	111833.384615385	1.75799e-05	0	0	NA	
SLC25A52	18	0.0	111565	0	ENST00000269205	3.7338e-07	111565.805755396	0	0	0	NA	
SLC25A53	X	3.68678e-05	78416	2	ENST00000357421	6.2264e-07	78416.0472440945	3.68678e-05	0	3.25828e-05	NA	
SLC25A6	X	1.839596e-05	109419	2	ENST00000381401	5.1632e-07	109419.97972973	1.839596e-05	0	2.33852e-05	NA	
SLC26A1	4	9.939438e-05	92725	9	ENST00000361661	9.8386e-07	92725.6655211913	9.939438e-05	5.6855856881185e-05	8.51709e-05	NA	
SLC26A10	12	0.00947046323	108333	1025	ENST00000320442	1.1480e-06	108333.590712743	0.00947046323	0.00878261587301589	0.0091016646	NA	
SLC26A11	17	0.00018348838	108554	19	ENST00000361193	1.1643e-06	108554.900662252	0.00018348838	0.000187087457635839	0.0002106844	NA	
SLC26A2	5	0.00023795429	113248	26	ENST00000286298	8.4773e-07	113248.755793226	0.00023795429	0.000140407823750119	0.0001872181	NA	
SLC26A3	7	0.00015980372	112366	17	ENST00000340010	1.8675e-06	112366.499537465	0.00015980372	0.000187869055508017	0.0002586648	NA	
SLC26A4	7	0.0005918437999999999	110715	65	ENST00000265715	1.8832e-06	110715.768092105	0.0005918438	0.000421232275489759	0.000514864	NA	
SLC26A5	7	9.685895e-05	112682	10	ENST00000306312	1.9142e-06	112682.901437372	9.685895e-05	4.67770609389266e-05	9.35485e-05	NA	
